Customer ID,Recency,Frequency,Monetary,cluster,segments,score
13707,269,2,403.2049999999999,0,Potential Loss,1
13708,273,1,294.8799999999999,0,Potential Loss,1
13709,51,13,486.773076923077,2,Churn,3
13710,122,1,180.48000000000002,1,Loss,2
13711,220,2,126.03,1,Loss,2
13712,160,1,228.84,1,Loss,2
13715,224,2,291.355,0,Potential Loss,1
13716,271,1,138.27999999999997,1,Loss,2
13717,58,6,240.835,2,Churn,3
13718,160,2,153.275,1,Loss,2
13719,17,5,208.336,2,Churn,3
13720,118,4,199.97500000000002,2,Churn,3
13721,275,1,524.1400000000001,0,Potential Loss,1
13722,133,3,791.8033333333334,0,Potential Loss,1
13723,189,1,199.85000000000002,1,Loss,2
13725,51,8,247.56999999999994,2,Churn,3
13726,102,2,539.8299999999999,0,Potential Loss,1
13727,30,2,166.74,3,Potential,4
13728,109,6,169.35666666666668,2,Churn,3
13730,137,2,376.3,0,Potential Loss,1
13731,160,2,305.295,0,Potential Loss,1
13732,30,1,491.86,0,Potential Loss,1
13735,26,4,721.3100000000001,2,Churn,3
13736,243,2,365.9499999999997,0,Potential Loss,1
13737,202,1,339.59999999999997,0,Potential Loss,1
13739,20,1,216.9,3,Potential,4
13740,242,1,350.7500000000001,0,Potential Loss,1
13741,73,3,222.80999999999997,2,Churn,3
13742,18,12,260.9183333333333,4,Loyalist,5
13743,2,7,191.65714285714287,4,Loyalist,5
13744,216,2,578.18,0,Potential Loss,1
13745,164,1,300.0400000000001,0,Potential Loss,1
13748,160,4,186.06250000000003,2,Churn,3
13750,55,5,329.452,2,Churn,3
13751,290,1,296.25,0,Potential Loss,1
13752,97,6,197.71333333333337,2,Churn,3
13753,289,1,741.2599999999999,0,Potential Loss,1
13754,34,2,141.3,3,Potential,4
13755,11,9,240.14999999999995,4,Loyalist,5
13756,24,11,380.46545454545463,4,Loyalist,5
13758,13,5,494.34,4,Loyalist,5
13759,73,2,329.70500000000004,0,Potential Loss,1
13760,56,2,143.39499999999998,1,Loss,2
13761,52,2,535.3249999999999,0,Potential Loss,1
13762,220,1,306.72,0,Potential Loss,1
13763,154,1,1714.96,0,Potential Loss,1
13764,72,3,506.2533333333333,2,Churn,3
13767,27,31,476.80645161290323,4,Loyalist,5
13769,94,9,274.91222222222217,2,Churn,3
13771,184,4,658.6125,0,Potential Loss,1
13772,183,3,377.3766666666666,0,Potential Loss,1
13774,83,1,345.0,0,Potential Loss,1
13777,26,23,826.7556521739131,4,Loyalist,5
13778,105,1,178.7,1,Loss,2
13780,172,2,180.005,1,Loss,2
13781,282,1,127.84000000000002,1,Loss,2
13782,14,6,152.00000000000003,2,Churn,3
13784,11,11,223.88999999999996,4,Loyalist,5
13787,77,1,202.64,1,Loss,2
13790,213,1,348.80000000000035,0,Potential Loss,1
13791,170,2,758.0,0,Potential Loss,1
13792,245,2,97.775,1,Loss,2
13798,2,55,599.6943636363637,4,Loyalist,5
13799,118,2,344.42999999999995,0,Potential Loss,1
13800,284,1,558.3199999999999,0,Potential Loss,1
13801,245,1,324.8,0,Potential Loss,1
13802,140,3,1533.14,0,Potential Loss,1
13803,257,1,277.07000000000005,0,Potential Loss,1
13804,80,7,376.5414285714285,2,Churn,3
13805,54,2,462.30000000000007,0,Potential Loss,1
13806,154,1,256.38,0,Potential Loss,1
13808,48,5,349.53200000000004,2,Churn,3
13819,39,3,380.1166666666666,2,Churn,3
13821,146,2,192.82,1,Loss,2
13822,42,2,315.99999999999994,3,Potential,4
13823,20,2,478.83000000000004,3,Potential,4
13824,7,5,339.788,4,Loyalist,5
13826,178,1,189.5,1,Loss,2
13827,59,3,137.35000000000002,1,Loss,2
13828,24,1,209.49,3,Potential,4
13831,18,5,358.99799999999993,2,Churn,3
13832,21,1,52.2,1,Loss,2
13833,279,1,384.79999999999995,0,Potential Loss,1
13835,27,4,208.6425,2,Churn,3
13837,6,2,135.62,3,Potential,4
13838,119,3,151.20666666666668,1,Loss,2
13841,341,1,85.0,1,Loss,2
13842,1,8,384.38125,4,Loyalist,5
13844,13,1,361.62,3,Potential,4
13845,184,1,312.98,0,Potential Loss,1
13846,26,2,226.83000000000004,3,Potential,4
13848,124,2,467.5,0,Potential Loss,1
13849,53,2,768.9749999999999,0,Potential Loss,1
13850,306,1,1595.4800000000005,0,Potential Loss,1
13851,216,3,883.82,0,Potential Loss,1
13853,59,1,1090.1399999999999,0,Potential Loss,1
13854,2,23,326.09043478260867,4,Loyalist,5
13856,96,3,129.5,1,Loss,2
13858,59,1,216.17,1,Loss,2
13859,328,1,201.16,1,Loss,2
13860,16,5,249.17999999999998,2,Churn,3
13862,20,8,276.17,2,Churn,3
13863,190,1,305.78,0,Potential Loss,1
13865,1,4,125.38999999999999,4,Loyalist,5
13866,76,1,145.67,1,Loss,2
13867,76,3,338.43,2,Churn,3
13868,302,2,1596.27,0,Potential Loss,1
13869,125,3,927.11,0,Potential Loss,1
13870,42,8,346.36749999999995,2,Churn,3
13871,24,13,492.5576923076924,4,Loyalist,5
13873,3,3,129.86666666666667,3,Potential,4
13875,39,5,357.358,2,Churn,3
13876,154,1,122.7,1,Loss,2
13877,88,1,117.24,1,Loss,2
13878,56,1,1281.5300000000002,0,Potential Loss,1
13880,23,12,260.1641666666667,4,Loyalist,5
13881,13,20,857.9759999999999,4,Loyalist,5
13882,13,5,238.22600000000003,2,Churn,3
13883,12,5,534.896,4,Loyalist,5
13884,32,5,157.52000000000004,2,Churn,3
13885,202,2,253.4,0,Potential Loss,1
13886,73,1,243.56,0,Potential Loss,1
13887,206,1,349.54999999999995,0,Potential Loss,1
13888,3,2,302.81500000000005,3,Potential,4
13889,124,1,416.9000000000001,0,Potential Loss,1
13890,24,9,188.16222222222223,2,Churn,3
13892,28,4,158.2425,3,Potential,4
13893,299,1,821.0999999999999,0,Potential Loss,1
13894,25,3,188.20666666666668,3,Potential,4
13895,30,4,648.2675,2,Churn,3
13897,52,1,311.15999999999997,0,Potential Loss,1
13898,327,1,155.93,1,Loss,2
13899,18,2,194.26000000000002,3,Potential,4
13900,96,3,246.98333333333335,2,Churn,3
13901,74,5,573.4399999999999,2,Churn,3
13904,296,2,166.32000000000002,1,Loss,2
13908,81,4,579.8875,2,Churn,3
13911,59,9,286.76777777777784,2,Churn,3
13914,13,2,313.225,3,Potential,4
13917,51,2,136.02,1,Loss,2
13918,51,2,606.4199999999998,0,Potential Loss,1
13923,55,1,351.1300000000001,0,Potential Loss,1
13924,19,6,306.47499999999997,2,Churn,3
13925,64,4,169.5625,2,Churn,3
13926,25,1,223.85000000000002,3,Potential,4
13927,76,1,348.99000000000007,0,Potential Loss,1
13928,12,4,116.14250000000001,3,Potential,4
13929,171,2,421.325,0,Potential Loss,1
13930,59,2,168.67,1,Loss,2
13931,216,2,618.765,0,Potential Loss,1
13932,296,1,307.4,0,Potential Loss,1
13933,111,2,304.395,0,Potential Loss,1
13934,265,1,922.1,0,Potential Loss,1
13936,181,1,376.5800000000001,0,Potential Loss,1
13937,171,1,158.85,1,Loss,2
13938,244,1,71.66,1,Loss,2
13939,25,3,189.51666666666668,3,Potential,4
13940,19,4,209.78500000000003,3,Potential,4
13941,23,4,1004.46,2,Churn,3
13946,81,3,187.19000000000003,2,Churn,3
13947,215,1,90.6,1,Loss,2
13949,26,6,404.55333333333334,2,Churn,3
13950,13,4,186.26500000000001,3,Potential,4
13951,178,3,224.8166666666667,1,Loss,2
13952,189,2,1625.5350000000008,0,Potential Loss,1
13953,54,6,502.6133333333334,2,Churn,3
13954,72,2,219.96,1,Loss,2
13955,126,2,161.48000000000002,1,Loss,2
13956,56,5,205.28400000000002,2,Churn,3
13959,81,2,191.73,1,Loss,2
13960,23,2,115.11000000000001,3,Potential,4
13962,23,2,84.77499999999999,3,Potential,4
13963,253,3,171.08,1,Loss,2
13967,147,1,80.7,1,Loss,2
13969,18,17,513.9029411764704,4,Loyalist,5
13971,20,8,344.7825,2,Churn,3
13972,72,2,95.125,1,Loss,2
13973,289,1,264.70000000000005,0,Potential Loss,1
13974,51,1,413.59,0,Potential Loss,1
13975,122,6,421.0466666666667,2,Churn,3
13976,208,1,357.98,0,Potential Loss,1
13978,16,2,98.39500000000001,3,Potential,4
13979,75,1,869.87,0,Potential Loss,1
13980,62,1,200.14000000000001,1,Loss,2
13982,41,3,481.07,2,Churn,3
13983,1,11,206.73363636363635,4,Loyalist,5
13984,28,4,191.4275,2,Churn,3
13985,1,15,470.67533333333347,4,Loyalist,5
13986,19,1,320.46000000000004,3,Potential,4
13988,21,6,691.3266666666668,2,Churn,3
13989,215,2,633.04,0,Potential Loss,1
13990,67,1,311.30000000000007,0,Potential Loss,1
13991,14,6,142.495,2,Churn,3
13992,91,1,76.8,1,Loss,2
13993,32,9,385.1511111111111,2,Churn,3
13994,41,6,385.5233333333333,2,Churn,3
13995,17,5,278.73799999999994,2,Churn,3
13999,12,11,327.24636363636364,4,Loyalist,5
14000,6,1,635.6600000000001,3,Potential,4
14001,47,2,870.9200000000001,0,Potential Loss,1
14002,136,2,264.865,0,Potential Loss,1
14004,45,7,654.6628571428572,2,Churn,3
14005,11,5,574.944,4,Loyalist,5
14006,7,3,320.73,3,Potential,4
14009,200,2,347.80500000000006,0,Potential Loss,1
14012,161,1,328.79999999999995,0,Potential Loss,1
14013,99,3,157.67333333333332,1,Loss,2
14014,79,1,505.1799999999999,0,Potential Loss,1
14015,54,1,917.34,0,Potential Loss,1
14019,48,3,473.8699999999999,2,Churn,3
14020,2,2,321.4,3,Potential,4
14021,6,3,210.63333333333335,3,Potential,4
14022,227,1,440.00000000000006,0,Potential Loss,1
14023,282,2,292.035,0,Potential Loss,1
14024,64,2,163.85000000000002,1,Loss,2
14027,62,1,104.82,1,Loss,2
14029,146,2,233.83,1,Loss,2
14030,20,6,280.59833333333336,2,Churn,3
14031,23,16,919.869375,4,Loyalist,5
14032,7,9,261.79666666666674,4,Loyalist,5
14034,24,3,217.27333333333334,3,Potential,4
14035,30,5,285.60400000000004,2,Churn,3
14036,286,1,626.65,0,Potential Loss,1
14037,178,1,35.40000000000001,1,Loss,2
14038,80,3,520.1266666666668,0,Potential Loss,1
14039,183,1,152.2,1,Loss,2
14040,10,12,301.2433333333333,4,Loyalist,5
14041,268,1,141.41000000000003,1,Loss,2
14044,28,4,163.205,2,Churn,3
14045,111,3,444.45,0,Potential Loss,1
14046,286,1,151.59,1,Loss,2
14047,75,4,255.42249999999999,2,Churn,3
14048,162,1,409.93000000000006,0,Potential Loss,1
14049,18,4,1420.4299999999998,2,Churn,3
14050,108,2,373.17999999999995,0,Potential Loss,1
14051,19,20,689.1115000000001,4,Loyalist,5
14052,21,1,225.36,3,Potential,4
14053,156,2,130.125,1,Loss,2
14054,215,1,92.46000000000001,1,Loss,2
14055,108,1,725.6400000000001,0,Potential Loss,1
14056,17,23,357.1586956521739,4,Loyalist,5
14057,25,15,352.80266666666665,4,Loyalist,5
14059,268,1,183.60000000000002,1,Loss,2
14060,24,16,329.14875,4,Loyalist,5
14062,11,9,1002.3033333333335,4,Loyalist,5
14064,6,5,270.74799999999993,4,Loyalist,5
14066,268,1,152.55,1,Loss,2
14067,154,2,187.34999999999997,1,Loss,2
14068,322,1,265.85,0,Potential Loss,1
14071,21,8,178.0,2,Churn,3
14073,153,1,151.04000000000002,1,Loss,2
14075,21,3,314.08666666666664,3,Potential,4
14076,306,1,122.47000000000003,1,Loss,2
14077,42,5,99.88400000000001,2,Churn,3
14078,67,5,182.62599999999998,2,Churn,3
14079,156,1,375.09999999999997,0,Potential Loss,1
14080,153,1,45.599999999999994,1,Loss,2
14081,70,1,510.9999999999999,0,Potential Loss,1
14083,38,6,93.09000000000002,2,Churn,3
14085,11,15,217.22,4,Loyalist,5
14087,152,1,194.41999999999993,1,Loss,2
14088,12,13,3883.985384615385,4,Loyalist,5
14089,58,1,161.0,1,Loss,2
14090,326,1,76.32000000000002,1,Loss,2
14092,25,12,289.59833333333336,4,Loyalist,5
14093,14,1,442.84999999999985,3,Potential,4
14096,13,17,3132.848823529417,4,Loyalist,5
14098,275,1,147.35000000000002,1,Loss,2
14099,18,10,272.06500000000005,4,Loyalist,5
14100,139,1,194.89999999999998,1,Loss,2
14101,75,6,996.1316666666668,2,Churn,3
14102,13,5,272.05600000000004,2,Churn,3
14104,126,2,108.105,1,Loss,2
14105,241,1,1266.23,0,Potential Loss,1
14107,53,6,389.9983333333333,2,Churn,3
14108,91,2,298.95500000000004,0,Potential Loss,1
14109,74,1,144.2,1,Loss,2
14110,2,12,473.5958333333333,4,Loyalist,5
14111,7,4,173.21250000000003,3,Potential,4
14112,24,7,416.45,2,Churn,3
14113,24,3,468.9733333333333,2,Churn,3
14114,38,2,193.265,3,Potential,4
14116,21,5,276.548,2,Churn,3
14117,145,1,90.0,1,Loss,2
14121,12,4,695.0374999999999,4,Loyalist,5
14124,86,1,419.58,0,Potential Loss,1
14125,12,3,913.4766666666668,2,Churn,3
14126,12,3,235.3766666666667,3,Potential,4
14127,94,3,236.57000000000005,2,Churn,3
14128,62,2,318.75,0,Potential Loss,1
14129,19,5,224.77200000000002,2,Churn,3
14130,321,1,483.8599999999998,0,Potential Loss,1
14132,4,11,326.00272727272727,4,Loyalist,5
14133,306,3,201.88,1,Loss,2
14135,40,11,340.29636363636365,2,Churn,3
14138,121,2,491.19000000000005,0,Potential Loss,1
14139,48,1,415.81999999999994,0,Potential Loss,1
14140,122,2,467.525,0,Potential Loss,1
14141,31,4,228.78250000000003,2,Churn,3
14143,135,1,115.8,1,Loss,2
14145,48,4,935.55,2,Churn,3
14146,83,4,737.3925000000002,2,Churn,3
14147,80,2,241.70000000000002,0,Potential Loss,1
14148,235,1,157.2,1,Loss,2
14149,281,1,446.6200000000001,0,Potential Loss,1
14150,244,1,352.46,0,Potential Loss,1
14152,77,2,310.64500000000004,0,Potential Loss,1
14154,241,2,672.81,0,Potential Loss,1
14155,268,1,118.75,1,Loss,2
14157,21,2,216.44000000000005,3,Potential,4
14158,42,1,507.65999999999985,0,Potential Loss,1
14159,21,10,449.742,4,Loyalist,5
14161,128,2,413.68499999999995,0,Potential Loss,1
14162,175,2,144.68,1,Loss,2
14163,65,4,611.4775,2,Churn,3
14164,72,2,815.8849999999999,0,Potential Loss,1
14165,99,1,122.54,1,Loss,2
14167,10,4,143.71,3,Potential,4
14171,305,1,363.7899999999999,0,Potential Loss,1
14173,12,4,112.71000000000001,3,Potential,4
14174,183,1,134.46,1,Loss,2
14175,31,3,1074.1000000000001,2,Churn,3
14176,299,3,139.1166666666667,1,Loss,2
14177,88,4,139.85250000000002,1,Loss,2
14178,30,7,228.70428571428576,2,Churn,3
14179,42,2,359.89,3,Potential,4
14180,12,21,183.44142857142862,4,Loyalist,5
14184,245,1,452.89000000000004,0,Potential Loss,1
14185,10,1,197.65,3,Potential,4
14188,73,6,342.3933333333334,2,Churn,3
14189,18,14,310.20285714285717,4,Loyalist,5
14191,12,13,360.3661538461539,4,Loyalist,5
14193,271,2,426.69500000000005,0,Potential Loss,1
14194,20,21,540.4533333333334,4,Loyalist,5
14195,203,2,506.00000000000006,0,Potential Loss,1
14196,108,1,335.52,0,Potential Loss,1
14198,20,4,175.35000000000002,3,Potential,4
14199,220,1,185.39999999999998,1,Loss,2
14201,62,6,113.36666666666667,2,Churn,3
14204,152,1,161.02999999999994,1,Loss,2
14205,18,2,233.35000000000002,3,Potential,4
14206,241,1,328.15999999999997,0,Potential Loss,1
14208,185,1,151.74,1,Loss,2
14209,12,6,345.5716666666667,4,Loyalist,5
14210,107,5,320.17800000000005,2,Churn,3
14211,55,9,249.01111111111115,2,Churn,3
14212,32,1,1070.48,0,Potential Loss,1
14214,52,5,200.87599999999995,2,Churn,3
14215,13,5,324.74399999999997,2,Churn,3
14216,18,4,459.825,2,Churn,3
14217,13,16,117.91749999999999,4,Loyalist,5
14218,44,1,169.48000000000002,3,Potential,4
14219,213,1,89.94000000000001,1,Loss,2
14220,190,1,319.42,0,Potential Loss,1
14221,44,9,381.4222222222222,2,Churn,3
14222,179,1,683.1700000000001,0,Potential Loss,1
14223,124,3,330.3766666666666,2,Churn,3
14224,112,4,262.53,2,Churn,3
14226,30,5,446.43799999999993,2,Churn,3
14227,28,10,335.0959999999999,2,Churn,3
14229,53,3,515.7333333333332,2,Churn,3
14231,96,3,308.57000000000005,2,Churn,3
14232,44,5,409.6139999999999,2,Churn,3
14233,6,4,365.67999999999995,4,Loyalist,5
14234,24,4,193.86499999999987,2,Churn,3
14235,77,5,628.972,2,Churn,3
14236,82,1,301.55999999999995,0,Potential Loss,1
14238,328,1,146.84999999999997,1,Loss,2
14239,45,11,216.44090909090912,2,Churn,3
14240,91,2,445.17,0,Potential Loss,1
14241,96,1,213.70000000000002,1,Loss,2
14242,236,2,140.275,1,Loss,2
14243,129,8,264.59625000000005,2,Churn,3
14245,250,2,846.7249999999999,0,Potential Loss,1
14246,112,3,491.35333333333347,0,Potential Loss,1
14247,191,1,136.77,1,Loss,2
14248,320,1,302.58,0,Potential Loss,1
14250,32,3,634.6833333333334,2,Churn,3
14251,12,5,575.94,4,Loyalist,5
14256,262,1,445.20000000000005,0,Potential Loss,1
14257,125,5,619.9440000000001,2,Churn,3
14258,11,9,1407.7755555555557,4,Loyalist,5
14259,143,1,120.0,1,Loss,2
14261,52,2,581.725,0,Potential Loss,1
14262,19,8,327.27874999999995,2,Churn,3
14264,126,2,166.985,1,Loss,2
14267,164,3,505.4133333333334,0,Potential Loss,1
14270,10,1,492.64999999999986,3,Potential,4
14271,227,1,112.32000000000001,1,Loss,2
14272,75,2,218.98000000000005,1,Loss,2
14273,37,4,139.99249999999998,2,Churn,3
14276,5,3,373.2466666666666,3,Potential,4
14280,198,1,134.04,1,Loss,2
14282,21,14,225.59571428571434,4,Loyalist,5
14284,88,2,297.625,0,Potential Loss,1
14285,23,4,477.50250000000005,2,Churn,3
14286,25,3,1542.9166666666667,0,Potential Loss,1
14287,200,3,58.876666666666665,1,Loss,2
14288,67,1,426.6000000000001,0,Potential Loss,1
14289,7,6,151.87666666666667,4,Loyalist,5
14290,13,4,384.27250000000004,2,Churn,3
14291,33,11,353.0227272727273,2,Churn,3
14292,2,9,541.3255555555555,4,Loyalist,5
14293,149,3,227.21333333333337,1,Loss,2
14295,42,1,166.20000000000005,3,Potential,4
14297,19,4,326.3325,2,Churn,3
14298,54,39,1200.9702564102563,4,Loyalist,5
14299,1,8,442.04749999999996,4,Loyalist,5
14300,20,1,43.2,1,Loss,2
14301,119,1,640.14,0,Potential Loss,1
14304,340,1,383.45000000000005,0,Potential Loss,1
14305,73,3,619.6533333333333,0,Potential Loss,1
14306,53,2,1046.6599999999999,0,Potential Loss,1
14307,2,5,442.52200000000005,4,Loyalist,5
14309,30,8,275.5975,2,Churn,3
14311,37,1,310.26,3,Potential,4
14312,38,6,268.59833333333336,2,Churn,3
14314,108,1,119.99999999999999,1,Loss,2
14315,46,6,413.5216666666666,2,Churn,3
14317,184,1,508.58000000000004,0,Potential Loss,1
14320,40,2,238.89500000000004,3,Potential,4
14321,12,5,306.15,4,Loyalist,5
14323,116,2,302.53000000000003,0,Potential Loss,1
14326,37,1,183.85000000000002,3,Potential,4
14327,165,1,311.65000000000003,0,Potential Loss,1
14329,19,7,716.4057142857142,4,Loyalist,5
14331,137,2,231.32999999999998,1,Loss,2
14332,24,3,288.77000000000004,3,Potential,4
14333,276,1,415.20000000000005,0,Potential Loss,1
14334,18,7,318.86571428571426,2,Churn,3
14336,18,4,403.7275,2,Churn,3
14338,198,2,294.11,0,Potential Loss,1
14339,37,1,309.52000000000004,3,Potential,4
14340,220,1,134.70000000000002,1,Loss,2
14341,47,8,272.78499999999997,2,Churn,3
14342,23,4,167.14,3,Potential,4
14344,99,5,106.85600000000002,1,Loss,2
14345,334,1,108.97999999999999,1,Loss,2
14346,33,2,510.7900000000001,0,Potential Loss,1
14348,262,1,409.57,0,Potential Loss,1
14349,12,1,133.50000000000003,3,Potential,4
14350,69,1,282.92999999999995,0,Potential Loss,1
14351,166,1,51.0,1,Loss,2
14352,38,4,269.74,2,Churn,3
14353,128,1,90.6,1,Loss,2
14354,91,2,81.81,1,Loss,2
14356,81,2,350.615,0,Potential Loss,1
14357,45,1,225.77000000000007,3,Potential,4
14359,21,3,304.06,3,Potential,4
14360,122,4,532.0574999999999,2,Churn,3
14362,24,1,161.2,3,Potential,4
14364,6,8,464.66875,4,Loyalist,5
14367,23,16,578.8450000000001,4,Loyalist,5
14368,321,1,155.0,1,Loss,2
14371,297,1,100.5,1,Loss,2
14375,158,1,257.6799999999999,0,Potential Loss,1
14377,264,2,308.525,0,Potential Loss,1
14379,46,2,174.05,3,Potential,4
14381,54,1,202.68000000000006,1,Loss,2
14382,28,1,626.0699999999998,0,Potential Loss,1
14383,165,3,415.8966666666667,0,Potential Loss,1
14385,11,3,67.36999999999999,3,Potential,4
14386,298,1,142.4,1,Loss,2
14387,76,3,590.1866666666666,0,Potential Loss,1
14388,12,7,414.2914285714286,4,Loyalist,5
14389,215,2,521.73,0,Potential Loss,1
14390,6,8,553.6400000000001,4,Loyalist,5
14393,220,1,67.95,1,Loss,2
14395,62,8,399.87874999999997,2,Churn,3
14396,215,1,377.64,0,Potential Loss,1
14397,5,19,137.5242105263158,4,Loyalist,5
14400,151,1,574.7,0,Potential Loss,1
14401,66,12,317.0083333333333,2,Churn,3
14403,143,4,368.9525,2,Churn,3
14404,110,5,268.168,2,Churn,3
14406,3,1,156.75000000000003,3,Potential,4
14407,109,5,428.5460000000001,2,Churn,3
14408,12,7,372.3614285714287,4,Loyalist,5
14409,73,4,432.6625,2,Churn,3
14410,124,9,122.67444444444442,2,Churn,3
14411,312,1,1063.0,0,Potential Loss,1
14412,44,2,385.015,0,Potential Loss,1
14414,93,6,213.2966666666667,2,Churn,3
14415,21,12,418.7583333333334,4,Loyalist,5
14416,24,2,245.11,3,Potential,4
14418,27,3,645.75,2,Churn,3
14419,12,5,186.79199999999997,3,Potential,4
14420,336,1,387.52000000000004,0,Potential Loss,1
14421,6,2,406.555,3,Potential,4
14422,19,6,710.6066666666667,2,Churn,3
14423,220,1,265.2,0,Potential Loss,1
14424,19,1,322.08,3,Potential,4
14426,25,10,448.16700000000003,2,Churn,3
14427,52,2,181.67000000000002,3,Potential,4
14428,81,5,248.96599999999998,2,Churn,3
14431,70,1,470.35999999999996,0,Potential Loss,1
14432,11,6,375.9183333333333,4,Loyalist,5
14434,23,6,228.79999999999998,2,Churn,3
14436,305,1,89.05999999999999,1,Loss,2
14438,192,1,131.9,1,Loss,2
14440,44,4,425.24500000000006,2,Churn,3
14441,45,4,428.22249999999997,2,Churn,3
14443,55,3,372.23333333333335,2,Churn,3
14446,30,4,258.695,2,Churn,3
14447,20,5,232.64600000000002,2,Churn,3
14448,11,1,273.0,3,Potential,4
14449,20,3,232.28666666666655,3,Potential,4
14450,5,3,161.08333333333334,3,Potential,4
14451,62,2,331.2949999999999,0,Potential Loss,1
14452,12,2,132.22,3,Potential,4
14453,308,1,119.93000000000002,1,Loss,2
14456,24,9,339.9377777777776,2,Churn,3
14457,312,1,113.64,1,Loss,2
14459,157,1,1837.9200000000003,0,Potential Loss,1
14460,112,3,144.78,1,Loss,2
14461,150,3,700.8899999999999,0,Potential Loss,1
14462,33,11,181.7290909090909,2,Churn,3
14463,172,3,176.54,1,Loss,2
14465,70,3,352.8733333333333,2,Churn,3
14466,61,6,315.44166666666666,2,Churn,3
14467,19,4,149.69,3,Potential,4
14470,13,2,230.59499999999994,3,Potential,4
14472,65,7,236.70857142857145,2,Churn,3
14473,76,2,117.17000000000002,1,Loss,2
14474,48,1,547.66,0,Potential Loss,1
14475,73,3,308.61666666666673,2,Churn,3
14476,259,1,215.7,1,Loss,2
14477,21,4,327.4,2,Churn,3
14479,255,1,141.85000000000002,1,Loss,2
14480,13,1,279.05,3,Potential,4
14481,166,2,318.255,0,Potential Loss,1
14482,20,6,344.6916666666666,2,Churn,3
14483,283,1,137.10000000000002,1,Loss,2
14484,52,1,321.92,0,Potential Loss,1
14485,334,1,165.74999999999997,1,Loss,2
14487,28,5,214.246,2,Churn,3
14488,276,1,1064.28,0,Potential Loss,1
14489,209,1,463.38000000000005,0,Potential Loss,1
14491,177,1,213.73000000000005,1,Loss,2
14493,18,5,476.648,2,Churn,3
14494,27,1,139.56,3,Potential,4
14495,52,2,61.900000000000006,1,Loss,2
14496,343,1,234.47,1,Loss,2
14497,284,1,475.3699999999999,0,Potential Loss,1
14498,44,4,447.775,2,Churn,3
14499,28,3,271.77333333333337,2,Churn,3
14500,2,3,118.95,3,Potential,4
14501,96,2,125.605,1,Loss,2
14502,21,11,224.32999999999993,4,Loyalist,5
14503,12,6,590.5433333333334,4,Loyalist,5
14504,49,4,168.315,2,Churn,3
14505,19,7,693.6128571428573,4,Loyalist,5
14506,19,4,435.6174999999999,2,Churn,3
14507,25,6,230.52999999999997,2,Churn,3
14508,24,2,138.21,3,Potential,4
14511,13,5,262.96200000000005,2,Churn,3
14512,219,2,137.64,1,Loss,2
14513,102,3,151.86333333333334,1,Loss,2
14514,10,3,351.7833333333333,3,Potential,4
14515,19,6,350.34833333333336,2,Churn,3
14517,143,2,165.22500000000002,1,Loss,2
14518,184,1,174.36999999999998,1,Loss,2
14520,121,2,135.3,1,Loss,2
14522,26,4,243.635,2,Churn,3
14523,110,1,241.08999999999997,1,Loss,2
14524,73,8,199.02875,2,Churn,3
14525,21,8,483.73750000000007,2,Churn,3
14527,2,51,148.67313725490195,4,Loyalist,5
14528,303,1,364.22,0,Potential Loss,1
14529,62,3,206.67999999999998,2,Churn,3
14530,27,6,487.65166666666664,2,Churn,3
14532,238,3,236.75,1,Loss,2
14533,26,6,252.70333333333338,2,Churn,3
14534,3,18,246.96666666666664,4,Loyalist,5
14535,62,3,954.7299999999999,0,Potential Loss,1
14536,261,1,171.79999999999998,1,Loss,2
14537,59,1,355.56,0,Potential Loss,1
14538,184,2,194.125,1,Loss,2
14539,17,2,268.74,3,Potential,4
14540,11,3,332.08666666666664,3,Potential,4
14541,1,8,182.70625,4,Loyalist,5
14542,158,1,103.25000000000001,1,Loss,2
14543,30,15,222.41866666666672,2,Churn,3
14544,26,1,902.5300000000002,0,Potential Loss,1
14546,42,5,515.618,2,Churn,3
14547,14,8,500.94249999999994,4,Loyalist,5
14548,4,2,326.4,3,Potential,4
14549,343,1,289.24,0,Potential Loss,1
14550,12,2,382.80999999999995,3,Potential,4
14551,20,2,93.115,3,Potential,4
14552,34,1,165.07,3,Potential,4
14553,21,5,171.85399999999998,2,Churn,3
14554,12,4,595.2600000000001,4,Loyalist,5
14555,59,2,162.07000000000002,1,Loss,2
14557,87,1,788.3800000000001,0,Potential Loss,1
14560,18,21,87.12380952380951,4,Loyalist,5
14561,77,3,360.25333333333333,2,Churn,3
14562,13,18,281.9316666666666,4,Loyalist,5
14565,115,3,593.9033333333333,0,Potential Loss,1
14567,58,2,765.1800000000001,0,Potential Loss,1
14569,121,1,227.39,1,Loss,2
14570,252,2,108.60500000000002,1,Loss,2
14572,42,7,404.6914285714285,2,Churn,3
14573,36,8,155.03999999999996,2,Churn,3
14577,14,3,170.93666666666664,3,Potential,4
14578,182,1,168.63000000000002,1,Loss,2
14581,18,1,138.6,3,Potential,4
14582,42,1,114.11000000000001,1,Loss,2
14583,146,5,210.50999999999993,2,Churn,3
14584,96,4,260.565,2,Churn,3
14585,52,1,157.05000000000004,1,Loss,2
14586,130,1,237.35999999999999,1,Loss,2
14587,10,9,177.90444444444444,4,Loyalist,5
14591,17,4,361.78499999999985,2,Churn,3
14592,58,3,190.1533333333333,2,Churn,3
14593,23,3,205.99666666666667,3,Potential,4
14594,302,1,124.82999999999998,1,Loss,2
14595,21,6,290.0999999999999,2,Churn,3
