Recency,Frequency,Monetary,cluster,segments,score
60,1,561.49,0,Potential Loss,2
42,1,316.56,0,Potential Loss,2
7,2,162.09500000000003,1,Potential,4
127,3,86.89999999999999,4,Loss,1
52,2,310.185,1,Potential,4
63,7,182.05142857142852,3,Churn,3
65,1,139.95,4,Loss,1
54,1,651.4000000000001,0,Potential Loss,2
53,10,224.429,3,Churn,3
19,1,319.74999999999994,1,Potential,4
215,1,442.72999999999996,0,Potential Loss,2
36,5,320.0,3,Churn,3
154,3,643.7833333333334,0,Potential Loss,2
17,5,391.0,3,Churn,3
130,1,187.35,4,Loss,1
18,15,276.296,2,Loyalist,5
138,2,250.62000000000003,0,Potential Loss,2
97,8,94.19125,3,Churn,3
31,6,166.8183333333333,3,Churn,3
167,1,314.7,0,Potential Loss,2
168,2,136.63,4,Loss,1
27,1,346.72999999999996,1,Potential,4
103,3,311.2566666666667,3,Churn,3
24,1,662.4000000000002,0,Potential Loss,2
19,6,834.4366666666668,3,Churn,3
25,7,420.1628571428572,3,Churn,3
128,3,309.53333333333336,3,Churn,3
165,2,333.725,0,Potential Loss,2
21,5,129.86399999999998,1,Potential,4
100,6,251.45000000000002,3,Churn,3
25,8,357.87375,3,Churn,3
108,2,166.22,4,Loss,1
67,3,397.17666666666673,3,Churn,3
253,1,395.5,0,Potential Loss,2
46,5,234.378,3,Churn,3
13,23,1218.2426086956525,2,Loyalist,5
75,9,428.9877777777778,3,Churn,3
14,5,220.176,1,Potential,4
42,5,312.684,3,Churn,3
20,5,314.86600000000004,3,Churn,3
12,3,276.64000000000004,1,Potential,4
16,3,287.85333333333335,1,Potential,4
115,2,317.34000000000003,0,Potential Loss,2
5,1,584.45,1,Potential,4
263,1,388.55,0,Potential Loss,2
76,2,424.78,0,Potential Loss,2
49,1,530.4700000000001,0,Potential Loss,2
27,3,289.88000000000005,1,Potential,4
4,10,280.91400000000004,2,Loyalist,5
245,1,165.45,4,Loss,1
47,1,42.0,4,Loss,1
329,1,136.8,4,Loss,1
2,2,143.29999999999998,1,Potential,4
17,11,150.3709090909091,2,Loyalist,5
2,1,124.94999999999999,1,Potential,4
144,1,42.22,4,Loss,1
62,1,70.80000000000001,4,Loss,1
179,4,318.95250000000004,3,Churn,3
90,4,443.6700000000001,3,Churn,3
2,3,209.3166666666667,1,Potential,4
75,2,346.47499999999997,0,Potential Loss,2
75,1,359.27,0,Potential Loss,2
54,9,294.60555555555555,3,Churn,3
1,6,398.29833333333335,2,Loyalist,5
234,3,2038.9733333333334,0,Potential Loss,2
20,2,281.5400000000001,1,Potential,4
304,1,721.2800000000002,0,Potential Loss,2
166,4,248.10250000000002,3,Churn,3
49,10,522.824,3,Churn,3
172,1,320.0,0,Potential Loss,2
37,1,246.54000000000005,1,Potential,4
291,1,200.43000000000006,4,Loss,1
62,2,427.07500000000005,0,Potential Loss,2
14,2,517.23,1,Potential,4
49,2,145.55500000000004,1,Potential,4
18,11,758.6963636363636,2,Loyalist,5
47,4,656.25,3,Churn,3
13,1,222.21,1,Potential,4
55,3,152.75,1,Potential,4
17,6,649.6133333333333,3,Churn,3
32,3,159.32666666666663,1,Potential,4
1,1,538.4,1,Potential,4
73,1,193.25000000000003,4,Loss,1
26,14,167.6664285714286,2,Loyalist,5
25,2,219.45,1,Potential,4
114,3,332.2033333333333,3,Churn,3
73,1,390.86000000000007,0,Potential Loss,2
123,1,85.6,4,Loss,1
2,1,123.66000000000001,1,Potential,4
4,18,239.55166666666668,2,Loyalist,5
24,2,423.275,1,Potential,4
2,6,318.2183333333333,2,Loyalist,5
190,1,264.13,0,Potential Loss,2
31,6,472.0933333333334,3,Churn,3
101,3,278.1266666666667,3,Churn,3
49,1,519.8100000000001,0,Potential Loss,2
7,5,467.25600000000014,2,Loyalist,5
37,4,149.94500000000002,1,Potential,4
53,1,331.13999999999993,0,Potential Loss,2
91,6,428.96333333333337,3,Churn,3
122,9,481.00777777777785,3,Churn,3
24,6,144.76500000000001,3,Churn,3
12,7,422.9614285714285,2,Loyalist,5
17,2,341.27,1,Potential,4
21,2,304.91999999999996,1,Potential,4
95,3,253.32666666666668,3,Churn,3
18,2,71.35,1,Potential,4
17,9,305.84444444444443,2,Loyalist,5
17,8,295.57750000000004,2,Loyalist,5
24,2,422.88000000000005,1,Potential,4
127,3,127.43666666666667,4,Loss,1
7,3,188.90000000000006,1,Potential,4
12,15,326.1933333333333,2,Loyalist,5
52,3,406.2266666666667,3,Churn,3
58,7,355.2871428571429,3,Churn,3
31,4,418.9525,3,Churn,3
166,4,308.61999999999995,3,Churn,3
150,1,79.47999999999999,4,Loss,1
277,1,509.04000000000013,0,Potential Loss,2
278,1,404.29999999999995,0,Potential Loss,2
203,2,222.575,4,Loss,1
38,2,228.90999999999997,1,Potential,4
18,2,305.775,1,Potential,4
7,2,721.5150000000001,1,Potential,4
209,1,229.75000000000003,0,Potential Loss,2
253,1,367.15,0,Potential Loss,2
114,2,303.105,0,Potential Loss,2
12,4,271.17,1,Potential,4
65,1,352.15000000000003,0,Potential Loss,2
28,1,318.0400000000001,1,Potential,4
7,8,507.23750000000007,2,Loyalist,5
108,2,356.55500000000006,0,Potential Loss,2
159,3,3465.5,0,Potential Loss,2
14,12,429.58750000000003,2,Loyalist,5
9,22,892.3190909090907,2,Loyalist,5
24,4,314.26000000000005,3,Churn,3
309,1,109.44,4,Loss,1
44,4,357.17500000000007,3,Churn,3
116,3,157.14,4,Loss,1
154,2,754.75,0,Potential Loss,2
213,1,115.08000000000003,4,Loss,1
24,21,379.01714285714286,2,Loyalist,5
218,1,139.93999999999997,4,Loss,1
56,6,411.0883333333333,3,Churn,3
18,13,742.5600000000001,2,Loyalist,5
117,10,294.64200000000005,3,Churn,3
20,2,169.38000000000002,1,Potential,4
25,9,839.7011111111111,3,Churn,3
19,13,442.32461538461547,2,Loyalist,5
28,1,255.44999999999993,1,Potential,4
65,2,156.025,4,Loss,1
37,1,521.0,0,Potential Loss,2
19,4,517.835,3,Churn,3
168,2,234.59500000000003,0,Potential Loss,2
18,13,259.89692307692314,2,Loyalist,5
145,1,364.0,0,Potential Loss,2
7,10,1313.893,2,Loyalist,5
133,3,923.3000000000001,0,Potential Loss,2
94,10,197.868,3,Churn,3
27,3,297.00666666666666,1,Potential,4
241,3,420.8400000000001,0,Potential Loss,2
152,2,115.03000000000002,4,Loss,1
322,1,326.55000000000007,0,Potential Loss,2
40,1,390.8500000000001,0,Potential Loss,2
261,1,219.39999999999998,4,Loss,1
108,2,391.305,0,Potential Loss,2
92,1,115.66,4,Loss,1
112,4,160.4025,3,Churn,3
51,2,327.71500000000003,0,Potential Loss,2
11,8,455.44500000000005,2,Loyalist,5
1,1,231.10999999999999,1,Potential,4
149,2,162.3299999999999,4,Loss,1
150,1,150.5,4,Loss,1
12,11,345.1563636363636,2,Loyalist,5
278,1,39.95,4,Loss,1
42,1,415.10999999999984,0,Potential Loss,2
44,3,4514.996666666667,0,Potential Loss,2
72,2,4765.04,0,Potential Loss,2
12,9,335.1488888888889,2,Loyalist,5
77,1,335.2199999999999,0,Potential Loss,2
119,2,211.43,4,Loss,1
13,8,283.8875,2,Loyalist,5
26,7,569.3057142857143,3,Churn,3
27,3,184.1233333333333,1,Potential,4
46,3,1358.7666666666667,0,Potential Loss,2
86,3,670.27,0,Potential Loss,2
67,19,348.8578947368421,3,Churn,3
89,6,486.5733333333333,3,Churn,3
13,8,524.625,2,Loyalist,5
8,5,195.51200000000003,2,Loyalist,5
40,2,311.335,1,Potential,4
155,1,458.45,0,Potential Loss,2
13,1,116.89000000000001,1,Potential,4
44,1,230.83000000000004,1,Potential,4
82,1,466.33,0,Potential Loss,2
18,3,396.79000000000013,1,Potential,4
189,1,286.71000000000004,0,Potential Loss,2
64,4,366.87000000000006,3,Churn,3
13,2,520.245,1,Potential,4
343,1,187.87,4,Loss,1
20,13,721.3930769230768,2,Loyalist,5
2,9,384.9344444444444,2,Loyalist,5
223,4,317.00750000000005,3,Churn,3
333,1,332.7,0,Potential Loss,2
180,3,223.66,3,Churn,3
284,2,335.6700000000001,0,Potential Loss,2
65,1,30.6,4,Loss,1
130,3,1285.95,0,Potential Loss,2
21,7,751.3285714285715,3,Churn,3
26,7,300.97142857142853,3,Churn,3
52,1,309.09,0,Potential Loss,2
254,1,327.4,0,Potential Loss,2
25,5,275.21000000000004,3,Churn,3
121,1,233.39999999999998,0,Potential Loss,2
2,6,852.5133333333333,2,Loyalist,5
27,3,189.96666666666667,1,Potential,4
5,8,355.3125,2,Loyalist,5
72,7,1203.067142857143,3,Churn,3
77,4,425.80749999999995,3,Churn,3
278,1,148.71,4,Loss,1
143,2,128.425,4,Loss,1
159,4,180.41250000000002,3,Churn,3
58,2,185.225,1,Potential,4
82,2,308.015,0,Potential Loss,2
13,3,199.11,1,Potential,4
39,3,134.24000000000004,1,Potential,4
131,1,111.56,4,Loss,1
56,5,891.3160000000001,3,Churn,3
19,2,169.555,1,Potential,4
19,9,185.54777777777775,2,Loyalist,5
21,9,174.52555555555554,2,Loyalist,5
48,2,155.27500000000003,1,Potential,4
81,4,169.6925,3,Churn,3
49,2,143.14499999999998,1,Potential,4
124,5,310.12600000000003,3,Churn,3
111,1,123.5,4,Loss,1
26,2,580.1549999999999,0,Potential Loss,2
40,1,79.9,4,Loss,1
62,1,117.0,4,Loss,1
26,1,293.74,1,Potential,4
123,1,356.80000000000007,0,Potential Loss,2
1,15,488.0713333333334,2,Loyalist,5
77,4,400.90000000000003,3,Churn,3
48,1,390.05000000000007,0,Potential Loss,2
115,5,173.666,3,Churn,3
2,3,302.09999999999997,2,Loyalist,5
342,1,379.2,0,Potential Loss,2
47,3,148.70000000000002,1,Potential,4
19,3,282.58666666666676,1,Potential,4
154,1,339.34,0,Potential Loss,2
60,2,265.3299999999999,1,Potential,4
62,7,278.2142857142857,3,Churn,3
26,2,428.42499999999995,1,Potential,4
325,1,157.8,4,Loss,1
189,1,415.31,0,Potential Loss,2
23,9,324.4266666666667,3,Churn,3
74,11,359.6072727272727,3,Churn,3
49,8,246.67375000000004,3,Churn,3
83,1,1119.66,0,Potential Loss,2
42,1,1192.2,0,Potential Loss,2
108,3,400.3400000000001,3,Churn,3
52,1,310.74000000000007,0,Potential Loss,2
14,7,201.70142857142855,2,Loyalist,5
47,2,271.94500000000005,1,Potential,4
205,2,441.29999999999995,0,Potential Loss,2
87,8,385.58624999999995,3,Churn,3
4,5,169.55599999999998,2,Loyalist,5
11,4,509.25500000000005,2,Loyalist,5
79,1,770.3400000000001,0,Potential Loss,2
52,5,603.0400000000001,3,Churn,3
36,3,248.5,1,Potential,4
76,4,261.71000000000004,3,Churn,3
73,3,326.59999999999997,3,Churn,3
88,1,309.90999999999997,0,Potential Loss,2
103,3,480.5166666666667,3,Churn,3
136,4,393.2825,3,Churn,3
108,4,313.445,3,Churn,3
228,2,235.57,0,Potential Loss,2
300,1,128.28000000000003,4,Loss,1
11,8,208.47125,2,Loyalist,5
2,1,357.15000000000003,1,Potential,4
11,1,120.0,1,Potential,4
3,8,605.2849999999997,2,Loyalist,5
298,1,366.42,0,Potential Loss,2
42,4,158.9725,3,Churn,3
5,2,365.185,1,Potential,4
48,12,468.78833333333336,3,Churn,3
19,1,350.99,1,Potential,4
261,2,181.7,4,Loss,1
277,1,601.03,0,Potential Loss,2
218,3,501.6433333333335,0,Potential Loss,2
18,4,713.6825000000001,3,Churn,3
73,15,1208.0240000000001,3,Churn,3
97,3,274.76000000000005,3,Churn,3
2,1,322.93000000000006,1,Potential,4
3,4,295.8475,2,Loyalist,5
155,1,40.56,4,Loss,1
108,1,354.8500000000001,0,Potential Loss,2
77,1,295.72999999999996,0,Potential Loss,2
47,1,106.81,4,Loss,1
190,2,241.425,0,Potential Loss,2
324,1,256.59999999999997,0,Potential Loss,2
38,6,198.23,3,Churn,3
4,4,245.73499999999999,2,Loyalist,5
47,1,205.82999999999998,1,Potential,4
158,2,95.93,4,Loss,1
46,1,245.15,1,Potential,4
19,11,374.57454545454544,2,Loyalist,5
115,4,157.10999999999999,3,Churn,3
291,1,704.4000000000001,0,Potential Loss,2
151,3,407.7366666666667,0,Potential Loss,2
42,3,746.83,3,Churn,3
51,2,665.6400000000001,0,Potential Loss,2
18,11,328.3945454545455,2,Loyalist,5
48,7,622.0457142857143,3,Churn,3
21,4,321.72999999999996,3,Churn,3
45,1,375.3399999999999,0,Potential Loss,2
76,2,798.9300000000003,0,Potential Loss,2
59,2,228.20000000000002,1,Potential,4
13,36,1041.4830555555554,2,Loyalist,5
25,17,454.44705882352946,2,Loyalist,5
40,3,450.68000000000006,3,Churn,3
216,2,314.15000000000003,0,Potential Loss,2
45,2,138.97000000000003,1,Potential,4
17,2,670.7800000000001,1,Potential,4
16,4,264.5200000000001,1,Potential,4
146,4,458.30250000000007,3,Churn,3
51,2,714.1400000000001,0,Potential Loss,2
277,1,492.1000000000001,0,Potential Loss,2
205,1,206.19,4,Loss,1
16,5,295.74000000000007,3,Churn,3
216,1,109.8,4,Loss,1
202,2,358.34499999999997,0,Potential Loss,2
60,5,274.068,3,Churn,3
217,1,158.01999999999998,4,Loss,1
32,1,494.85,0,Potential Loss,2
36,3,289.6533333333333,3,Churn,3
111,2,343.65500000000003,0,Potential Loss,2
9,4,118.52500000000003,1,Potential,4
47,2,350.80500000000006,0,Potential Loss,2
207,1,245.48000000000008,0,Potential Loss,2
170,2,378.56500000000005,0,Potential Loss,2
20,5,316.656,3,Churn,3
13,7,655.9614285714285,2,Loyalist,5
261,1,200.63000000000002,4,Loss,1
19,2,538.6000000000001,1,Potential,4
63,4,441.56750000000005,3,Churn,3
174,1,339.87999999999994,0,Potential Loss,2
155,1,310.75000000000006,0,Potential Loss,2
58,8,211.54375,3,Churn,3
110,2,124.94,4,Loss,1
59,4,272.22749999999996,3,Churn,3
4,14,174.555,2,Loyalist,5
63,3,431.39000000000004,3,Churn,3
18,2,344.54999999999995,1,Potential,4
48,2,142.95,1,Potential,4
87,3,280.01666666666665,3,Churn,3
27,2,200.02999999999997,1,Potential,4
68,1,214.70999999999998,4,Loss,1
89,2,113.73500000000001,4,Loss,1
62,2,317.34000000000003,0,Potential Loss,2
308,1,136.0,4,Loss,1
162,2,234.56499999999994,0,Potential Loss,2
88,6,195.96333333333337,3,Churn,3
81,2,430.04,0,Potential Loss,2
179,1,108.00000000000001,4,Loss,1
88,2,437.655,0,Potential Loss,2
321,1,215.45999999999998,4,Loss,1
259,1,131.25,4,Loss,1
31,2,460.40499999999986,1,Potential,4
89,1,428.65999999999997,0,Potential Loss,2
28,1,620.73,0,Potential Loss,2
138,1,58.5,4,Loss,1
24,9,387.5733333333333,3,Churn,3
32,3,284.84999999999997,3,Churn,3
12,5,349.4020000000001,2,Loyalist,5
7,1,135.60000000000002,1,Potential,4
277,1,266.4,0,Potential Loss,2
202,1,93.8,4,Loss,1
27,12,391.6916666666666,2,Loyalist,5
275,5,223.79400000000004,3,Churn,3
165,2,353.895,0,Potential Loss,2
60,8,264.145,3,Churn,3
46,2,578.8850000000001,0,Potential Loss,2
32,7,273.34142857142854,3,Churn,3
290,1,285.6,0,Potential Loss,2
70,2,202.34999999999997,1,Potential,4
38,6,197.65,3,Churn,3
24,1,195.0,1,Potential,4
109,3,394.0800000000001,3,Churn,3
18,5,339.3280000000001,3,Churn,3
14,2,773.0350000000001,1,Potential,4
32,1,656.16,0,Potential Loss,2
48,2,152.43499999999997,1,Potential,4
12,1,902.35,0,Potential Loss,2
10,9,630.1988888888889,2,Loyalist,5
25,1,604.2000000000003,0,Potential Loss,2
20,1,202.85000000000002,1,Potential,4
123,3,417.21666666666664,0,Potential Loss,2
150,4,414.0650000000001,3,Churn,3
12,12,465.6225000000001,2,Loyalist,5
75,2,325.70500000000004,0,Potential Loss,2
336,1,239.10000000000005,0,Potential Loss,2
37,7,1035.1814285714288,3,Churn,3
269,2,450.09000000000003,0,Potential Loss,2
335,1,516.28,0,Potential Loss,2
38,3,406.9666666666667,3,Churn,3
17,3,714.6133333333336,3,Churn,3
103,1,289.6000000000001,0,Potential Loss,2
139,1,90.41999999999999,4,Loss,1
250,1,182.64,4,Loss,1
4,5,179.168,2,Loyalist,5
31,8,418.255,3,Churn,3
12,7,414.11428571428576,2,Loyalist,5
17,2,483.1350000000001,1,Potential,4
94,1,132.04,4,Loss,1
64,1,221.64999999999998,0,Potential Loss,2
24,1,201.73000000000002,1,Potential,4
245,1,548.5,0,Potential Loss,2
53,5,315.14,3,Churn,3
1,4,161.2975,2,Loyalist,5
27,10,264.618,3,Churn,3
92,2,200.57500000000002,4,Loss,1
14,4,212.83999999999997,1,Potential,4
94,4,157.05249999999998,3,Churn,3
18,1,228.61999999999992,1,Potential,4
289,1,3537.819999999999,0,Potential Loss,2
51,5,100.764,4,Loss,1
4,10,461.04399999999987,2,Loyalist,5
277,1,265.9899999999999,0,Potential Loss,2
137,1,256.95,0,Potential Loss,2
206,2,55.5,4,Loss,1
143,8,360.92625,3,Churn,3
32,6,359.45,3,Churn,3
27,7,216.0557142857143,3,Churn,3
54,4,528.0525,3,Churn,3
216,1,250.85000000000002,0,Potential Loss,2
229,1,192.12000000000003,4,Loss,1
327,1,291.38,0,Potential Loss,2
98,1,730.4200000000002,0,Potential Loss,2
46,1,225.3,1,Potential,4
74,3,220.0,3,Churn,3
20,3,331.46,1,Potential,4
56,2,313.8649999999999,0,Potential Loss,2
75,2,358.31000000000006,0,Potential Loss,2
45,3,558.3266666666667,3,Churn,3
17,6,381.6266666666667,3,Churn,3
9,2,156.805,1,Potential,4
149,2,87.75,4,Loss,1
17,2,128.64000000000001,1,Potential,4
75,3,370.51666666666665,3,Churn,3
44,2,636.7350000000001,0,Potential Loss,2
303,1,127.2,4,Loss,1
94,7,274.55857142857144,3,Churn,3
28,5,549.382,3,Churn,3
276,1,147.60000000000002,4,Loss,1
297,1,51.0,4,Loss,1
17,6,354.90333333333336,3,Churn,3
254,1,221.69,4,Loss,1
60,5,390.79,3,Churn,3
12,4,330.9125,1,Potential,4
42,9,523.2855555555557,3,Churn,3
214,3,426.1666666666667,0,Potential Loss,2
16,4,432.4374999999999,3,Churn,3
14,3,199.50666666666666,1,Potential,4
172,1,110.95,4,Loss,1
13,3,335.76000000000005,1,Potential,4
21,4,198.72750000000002,1,Potential,4
74,3,110.80666666666669,4,Loss,1
74,5,537.3699999999999,3,Churn,3
25,6,274.52833333333336,3,Churn,3
35,1,163.91999999999996,1,Potential,4
321,1,83.13999999999999,4,Loss,1
218,1,199.45000000000005,4,Loss,1
233,4,196.02,3,Churn,3
47,4,266.5075,3,Churn,3
3,7,500.09857142857135,2,Loyalist,5
27,1,262.3999999999999,1,Potential,4
1,61,222.69540983606555,2,Loyalist,5
37,10,327.149,3,Churn,3
117,1,376.34,0,Potential Loss,2
49,7,418.0471428571429,3,Churn,3
45,4,379.1625,3,Churn,3
48,8,227.63875,3,Churn,3
92,6,525.8666666666667,3,Churn,3
261,1,285.84000000000003,0,Potential Loss,2
168,3,327.53000000000003,0,Potential Loss,2
17,6,369.41499999999996,3,Churn,3
54,6,173.005,3,Churn,3
18,19,526.6547368421053,2,Loyalist,5
108,1,957.9800000000002,0,Potential Loss,2
285,1,349.25,0,Potential Loss,2
14,5,414.41600000000005,2,Loyalist,5
4,5,258.88199999999995,2,Loyalist,5
58,2,155.54500000000002,4,Loss,1
26,2,293.845,1,Potential,4
49,5,138.762,3,Churn,3
18,2,173.10500000000005,1,Potential,4
49,4,245.56750000000005,3,Churn,3
19,3,566.9466666666666,3,Churn,3
234,3,278.4466666666666,0,Potential Loss,2
292,2,174.52499999999998,4,Loss,1
28,1,75.6,4,Loss,1
17,20,159.85200000000003,2,Loyalist,5
28,8,206.82874999999996,3,Churn,3
147,2,332.15999999999974,0,Potential Loss,2
111,1,760.1,0,Potential Loss,2
90,3,123.86333333333334,4,Loss,1
81,1,295.18999999999994,0,Potential Loss,2
63,1,161.65,4,Loss,1
55,4,694.1099999999999,3,Churn,3
133,5,193.59999999999997,3,Churn,3
126,1,460.70999999999987,0,Potential Loss,2
303,1,35.40000000000001,4,Loss,1
62,2,148.6,4,Loss,1
277,1,105.56,4,Loss,1
96,1,14.85,4,Loss,1
182,1,295.2,0,Potential Loss,2
21,3,242.8266666666666,1,Potential,4
59,4,176.41250000000002,3,Churn,3
20,4,246.55500000000006,1,Potential,4
68,1,135.39,4,Loss,1
275,1,39.75,4,Loss,1
32,17,156.29176470588237,2,Loyalist,5
71,8,331.68375000000003,3,Churn,3
334,1,255.0,0,Potential Loss,2
3,2,211.925,1,Potential,4
264,1,229.46999999999997,0,Potential Loss,2
1,4,329.5975000000001,2,Loyalist,5
207,1,162.07,4,Loss,1
28,2,237.26999999999998,1,Potential,4
31,1,471.84,0,Potential Loss,2
294,1,205.35999999999999,4,Loss,1
271,1,136.36000000000004,4,Loss,1
12,2,360.03,1,Potential,4
10,89,192.5185393258427,2,Loyalist,5
105,7,749.7042857142858,3,Churn,3
5,4,244.14249999999998,2,Loyalist,5
28,6,147.44,3,Churn,3
92,2,12.175,4,Loss,1
81,2,302.165,0,Potential Loss,2
53,1,877.6999999999999,0,Potential Loss,2
318,1,76.32000000000002,4,Loss,1
24,1,295.13,1,Potential,4
62,5,190.35200000000003,3,Churn,3
23,2,60.85,4,Loss,1
53,2,95.23500000000001,4,Loss,1
14,4,197.22000000000003,1,Potential,4
179,1,896.7999999999998,0,Potential Loss,2
127,4,303.0525,3,Churn,3
18,5,234.06599999999997,3,Churn,3
53,4,147.055,3,Churn,3
12,8,376.76875,2,Loyalist,5
77,6,363.875,3,Churn,3
17,1,462.75000000000006,1,Potential,4
80,3,442.0133333333333,3,Churn,3
4,1,338.65,1,Potential,4
24,3,339.57,1,Potential,4
75,4,531.1150000000001,3,Churn,3
3,1,215.22000000000003,1,Potential,4
315,1,106.67999999999998,4,Loss,1
46,3,664.8233333333333,3,Churn,3
47,4,385.495,3,Churn,3
265,2,317.70000000000005,0,Potential Loss,2
52,4,269.615,3,Churn,3
272,1,279.79999999999995,0,Potential Loss,2
249,1,276.74999999999994,0,Potential Loss,2
54,14,308.5171428571429,3,Churn,3
20,5,471.6039999999999,3,Churn,3
227,1,62.5,4,Loss,1
32,7,197.07428571428568,3,Churn,3
151,3,385.00333333333333,0,Potential Loss,2
26,3,648.7600000000001,3,Churn,3
53,3,174.5333333333333,1,Potential,4
73,2,306.325,0,Potential Loss,2
124,2,267.22999999999996,0,Potential Loss,2
216,2,245.30000000000004,0,Potential Loss,2
124,2,456.975,0,Potential Loss,2
5,29,410.48689655172416,2,Loyalist,5
83,1,111.63000000000001,4,Loss,1
271,3,383.25333333333333,0,Potential Loss,2
128,2,563.7250000000001,0,Potential Loss,2
5,2,173.79499999999996,1,Potential,4
18,3,558.1366666666668,3,Churn,3
147,1,173.65999999999997,4,Loss,1
26,1,462.15000000000015,0,Potential Loss,2
62,6,968.0916666666668,3,Churn,3
230,1,184.91,4,Loss,1
98,1,403.39,0,Potential Loss,2
19,2,425.3500000000001,1,Potential,4
7,40,683.4607500000002,2,Loyalist,5
25,3,125.40000000000002,1,Potential,4
155,4,365.7025000000001,3,Churn,3
226,1,146.55999999999997,4,Loss,1
28,1,232.26999999999984,1,Potential,4
7,5,663.876,2,Loyalist,5
52,5,177.166,3,Churn,3
189,2,386.84000000000003,0,Potential Loss,2
2,8,260.3375,2,Loyalist,5
1,2,211.31500000000005,1,Potential,4
4,8,144.1925,2,Loyalist,5
3,6,165.41,2,Loyalist,5
342,1,244.31000000000006,0,Potential Loss,2
127,1,636.0399999999998,0,Potential Loss,2
59,2,344.475,0,Potential Loss,2
73,3,197.82333333333335,3,Churn,3
34,2,440.4800000000001,1,Potential,4
80,6,335.4533333333333,3,Churn,3
4,11,221.52545454545455,2,Loyalist,5
32,2,133.32999999999998,1,Potential,4
256,1,390.68999999999994,0,Potential Loss,2
7,2,69.6,1,Potential,4
2,3,361.9700000000001,2,Loyalist,5
17,11,337.19,2,Loyalist,5
17,7,177.56571428571428,2,Loyalist,5
56,1,411.0000000000001,0,Potential Loss,2
17,10,259.142,2,Loyalist,5
45,3,248.68333333333337,3,Churn,3
80,4,239.29250000000002,3,Churn,3
82,1,235.77,0,Potential Loss,2
48,1,226.42000000000002,1,Potential,4
17,1,115.77,1,Potential,4
65,2,162.725,4,Loss,1
23,6,131.905,1,Potential,4
228,1,345.25,0,Potential Loss,2
62,3,197.09333333333333,3,Churn,3
292,1,124.75,4,Loss,1
36,2,98.32499999999999,4,Loss,1
51,1,190.58,1,Potential,4
263,3,197.96333333333328,4,Loss,1
1,9,250.93666666666664,2,Loyalist,5
13,4,1649.7649999999996,3,Churn,3
63,4,264.105,3,Churn,3
1,22,263.40090909090907,2,Loyalist,5
34,2,200.54000000000002,1,Potential,4
245,1,2389.62,0,Potential Loss,2
199,1,196.25000000000003,4,Loss,1
2,17,419.5241176470588,2,Loyalist,5
47,8,339.10625000000005,3,Churn,3
55,2,248.62499999999997,1,Potential,4
73,1,579.85,0,Potential Loss,2
230,1,50.48,4,Loss,1
26,8,348.1375,3,Churn,3
9,7,193.07857142857142,2,Loyalist,5
2,4,148.375,2,Loyalist,5
75,7,248.08142857142863,3,Churn,3
117,1,310.15000000000003,0,Potential Loss,2
322,1,61.35,4,Loss,1
217,1,306.36,0,Potential Loss,2
63,4,228.1075,3,Churn,3
19,12,376.42666666666673,2,Loyalist,5
20,2,932.4,0,Potential Loss,2
123,3,460.30333333333334,0,Potential Loss,2
82,1,192.02,4,Loss,1
264,1,117.05,4,Loss,1
17,6,680.46,3,Churn,3
112,1,382.80999999999995,0,Potential Loss,2
28,8,515.93375,3,Churn,3
105,6,460.2033333333334,3,Churn,3
259,1,307.25,0,Potential Loss,2
230,1,140.55,4,Loss,1
166,1,241.45000000000002,0,Potential Loss,2
303,1,406.56000000000006,0,Potential Loss,2
25,4,292.5,3,Churn,3
335,1,307.56000000000006,0,Potential Loss,2
297,1,307.30000000000007,0,Potential Loss,2
27,1,159.94000000000003,1,Potential,4
159,1,90.96000000000001,4,Loss,1
109,1,110.65000000000003,4,Loss,1
234,1,476.8800000000001,0,Potential Loss,2
12,4,303.40000000000003,1,Potential,4
8,1,303.63000000000005,1,Potential,4
173,1,396.9100000000001,0,Potential Loss,2
83,3,211.33,3,Churn,3
17,10,260.113,2,Loyalist,5
145,1,300.31000000000006,0,Potential Loss,2
19,5,110.114,1,Potential,4
21,6,570.555,3,Churn,3
35,3,183.33,1,Potential,4
77,1,110.03999999999999,4,Loss,1
28,2,259.645,1,Potential,4
259,2,343.38,0,Potential Loss,2
56,3,149.71333333333334,1,Potential,4
25,1,170.50000000000003,1,Potential,4
236,1,185.80000000000004,4,Loss,1
23,4,233.86,1,Potential,4
160,1,159.21,4,Loss,1
59,5,519.904,3,Churn,3
156,3,170.86999999999998,4,Loss,1
307,1,167.45000000000002,4,Loss,1
1,5,153.49399999999997,2,Loyalist,5
16,7,176.80714285714285,2,Loyalist,5
34,1,157.70000000000002,1,Potential,4
9,6,482.53333333333336,2,Loyalist,5
20,13,207.55153846153846,2,Loyalist,5
160,2,192.60000000000002,4,Loss,1
26,9,779.7000000000002,3,Churn,3
25,4,248.8225,3,Churn,3
318,1,842.8200000000002,0,Potential Loss,2
136,1,94.8,4,Loss,1
45,1,485.86000000000007,0,Potential Loss,2
166,2,148.5,4,Loss,1
80,5,362.1640000000001,3,Churn,3
2,1,654.5699999999998,1,Potential,4
56,3,305.09333333333336,3,Churn,3
177,1,299.86,0,Potential Loss,2
12,5,530.288,2,Loyalist,5
74,1,211.80000000000004,4,Loss,1
8,6,585.4366666666666,2,Loyalist,5
237,1,150.0,4,Loss,1
124,1,437.4,0,Potential Loss,2
45,2,519.775,0,Potential Loss,2
